Date,IE00BLP5S353,LU0121204431,LU0171310955,LU0094557526,LU0171309270,LU0244354824,LU0248173006,PTSQUGHM0007,LU0384381660,LU0494093627,LU0823417141,LU1769942746,LU2210151697,IE00BD3B6K23,LU0108459040,LU1670715975,LU0213962813
2022-05-27,1.32,490.18,48.7,45.09,52.26,349.21,39.99,10.48,72.54,44.47,385.45,324.06,10.32,106.39,665.84,37.85,19.72
2022-05-30,1.31,489.28999999999996,49.32,44.97,52.47,356.13,40.59,10.48,72.85,44.56,383.25,322.90999999999997,10.26,106.32,658.62,37.92,20.19
2022-05-31,1.32,488.4,48.96,44.85,51.99,366.3,41.45,10.48,72.49,44.4,378.18,321.76,10.3,106.25,651.4,37.67,20.41
2022-06-01,1.31,483.43,49.85,44.4,51.89,363.3,41.26,10.48,72.48,44.56,374.31,322.91,10.3,106.32,644.74,38.01,20.66
2022-06-02,1.3125,492.21,49.16,44.9,50.89,363.86,41.04,10.48,71.71,44.2,378.46,322.095,10.26,106.36,648.95,37.8575,20.54
2022-06-03,1.315,484.69,49.68,44.52,51.39,370.70000000000005,41.379999999999995,10.49,72.96,44.2,380.04,321.28,10.28,106.4,660.07,37.705,20.54
2022-06-06,1.3175000000000001,488.33,49.47,44.730000000000004,51.385000000000005,377.54,41.72,10.49,72.85,44.16,382.37,320.465,10.26,106.44,662.745,37.552499999999995,20.625
2022-06-07,1.32,490.97,49.26,44.94,51.38,374.95,41.55,10.49,72.74,44.12,384.7,319.65,10.3,106.48,665.42,37.4,20.71
2022-06-08,1.32,487.29,50.04,44.34,51.64,386.03,41.96,10.49,73.19,44.17,383.01,322.46,10.32,106.68,668.15,37.43,19.44
2022-06-09,1.32,480.8,49.68,43.58,51.61,385.1,41.85,10.49,72.39,44.07,376.52,321.2,10.36,107.07,646.67,37.75,19.78
2022-06-10,1.32,469.81,47.96,42.91,50.67,382.77,41.91,10.49,70.1,43.53,372.47,311.25,10.35,107.84,627.96,37.35,20.17
2022-06-13,1.31,455.91,45.83,41.84,50.01,373.22,41.14,10.49,68.03,42.93,363.28,302.88,10.36,108.7,605.32,36.58,19.65
2022-06-14,1.32,452.63,45.46,41.13,49.46,369.56,41.09,10.49,67.09,42.71,359.49,302.97,10.38,108.38,606.84,36.55,19.82
2022-06-15,1.32,460.45,45.72,41.94,49.55,378.26,41.68,10.5,66.64,42.8,363.92,302.26,10.36,108.16,620.54,36.15,20.01
2022-06-16,1.32,443.97,44.51,40.92,48.69,373.13,41.19,10.5,65.07,42.23,354.91,297.395,10.34,108.72,610.38,36.24,19.49
2022-06-17,1.3,447.53,44.33,41.04,49.38,383.83,41.47,10.5,64.97,42.41,360.36,292.53,10.33,108.59,634.79,36.04,19.88
2022-06-20,1.3,451.255,44.2,41.26,48.91,383.54,41.48,10.5,64.6,42.23,358.81,289.91,10.34,108.37,642.545,35.37,20.1
2022-06-21,1.31,454.98,45.44,41.48,49.54,386.89,41.64,10.5,65.47,42.49,366.25,295.32,10.29,108.15,650.3,36.09,20.39
2022-06-22,1.31,454.28,45.14,41.13,50.1,381.19,41.14,10.5,65.21,42.43,369.94,294.08,10.23,108.35,657.24,35.8,20.37
2022-06-23,1.31,462.96,46.085,41.760000000000005,50.93,390.09,41.83,10.5,66.1,42.705,379.515,297.73,10.22,108.48,673.51,36.18,20.28
2022-06-24,1.3,474.84,47.03,42.39,51.76,399.14,42.39,10.5,66.99,42.98,389.09,301.38,10.18,108.3,689.78,36.56,20.19
2022-06-27,1.3,473.74,47.22,42.29,52.06,404.9,42.69,10.51,66.97,43.07,389.16,306.32,10.2,108.22,690.8,36.68,20.86
2022-06-28,1.3,467.12,47.51,42.16,52.6,408.43,43.16,10.51,68.39,43.29,386.59,310.25,10.23,108.77,673.5,37.04,20.53
2022-06-29,1.3,468.71,45.85,42.1,52.26,396.82,42.33,10.51,67.42,42.96,391.49,301.6,10.27,109.09,680.08,36.66,19.89
2022-06-30,1.31,465.63,44.6,41.58,52.27,392.32,42.26,10.51,66.61,42.83,388.05,296.26,10.23,109.29,674.19,36.51,19.84
2022-07-01,1.3,469.77,45.16,41.83,52.54,395.005,41.99,10.51,67.18,43.24,394.83,298.5,10.23,109.37,685.91,36.5,20.41
2022-07-04,1.3,473.105,44.99,41.62,52.96,397.69,42.01,10.51,67.66,43.13,394.39,296.16499999999996,10.25,109.545,693.1099999999999,36.74,19.97
2022-07-05,1.29,476.44,45.16,41.41,53.08,389.81,42.0,10.51,66.25,43.19,401.32,293.83,10.23,109.72,700.31,36.97,19.79
2022-07-06,1.29,483.84,47.29,41.96,54.25,393.7,42.65,10.51,66.33,43.69,406.04,298.51,10.23,109.78,703.91,37.65,19.95
2022-07-07,1.29,492.0,48.05,42.38,54.55,396.27,43.4,10.51,67.11,43.87,409.78,301.69,10.26,109.6,717.97,37.74,20.09
2022-07-08,1.3,491.94,48.07,42.53,54.74,394.25,43.44,10.51,66.95,43.78,411.67,302.05,10.23,109.45,723.65,38.38,20.06
2022-07-11,1.3,490.23,47.93,42.43,55.09,386.0,43.05,10.52,66.45,44.0,411.1,302.6,10.26,109.69,708.5,38.33,19.956666666666667
2022-07-12,1.3,486.2,47.5,42.44,55.06,375.35,42.41,10.52,66.56,44.1,408.64,302.19,10.31,109.93,706.04,37.98,19.85333333333333
2022-07-13,1.3,480.25,47.06,42.22,54.46,371.37,42.27,10.52,66.14,43.68,403.91,298.94,10.29,109.93,709.98,37.97,19.75
2022-07-14,1.3,481.98,47.0,41.8,53.78,377.99,42.67,10.52,65.35,43.55,404.63,295.52,10.26,110.25,698.33,37.6,19.74
2022-07-15,1.31,489.47,47.7,42.24,54.54,370.62,42.21,10.52,66.14,43.83,411.77,299.92,10.39,110.13,710.79,37.45,19.854999999999997
2022-07-18,1.31,483.53,48.6,42.4,54.48,377.42,42.56,10.52,66.84,43.97,401.48,304.34,10.36,109.91,694.19,37.8,19.97
2022-07-19,1.31,494.53,47.83,43.22,53.96,376.79,42.16,10.52,67.68,43.74,407.53,303.76,10.39,109.82,715.74,37.39,20.05
2022-07-20,1.31,498.88,49.06,43.13,53.81,376.23,42.26,10.52,67.29,44.11,406.95,306.6,10.35,109.59,715.67,37.97,20.3
2022-07-21,1.31,507.11,50.2,43.56,53.85,376.73,42.26,10.53,67.04,44.33,412.86,307.26,10.4,109.62,718.47,38.4,20.12
2022-07-22,1.31,501.36,50.35,43.68,54.26,375.9,42.72,10.53,68.09,44.71,407.66,309.5,10.42,109.61,703.18,39.05,19.98
2022-07-25,1.31,500.82,49.4,43.75,54.2,372.43,42.12,10.53,68.3,44.5,408.12,308.42,10.41,109.51,703.3,38.79,20.33
2022-07-26,1.31,499.09,49.18,43.63,54.83,373.78,42.5,10.53,68.96,44.69,413.57,306.85,10.46,109.73,706.99,38.89,20.26
2022-07-27,1.31,512.52,49.91,44.0,54.9,374.45,42.68,10.53,68.85,44.87,418.45,306.01,10.42,109.68,715.51,38.93,20.37
2022-07-28,1.31,523.12,50.39,44.5,54.62,373.17,42.63,10.53,69.1,45.18,420.27,307.12,10.43,109.37,710.9,39.29,20.25
2022-07-29,1.3,528.49,51.68,45.13,54.86,365.42,42.38,10.53,70.41,45.55,417.12,309.01,10.47,109.09,705.9,39.35,20.58
2022-08-01,1.3,523.55,51.65,44.96,54.51,362.89,42.0,10.54,70.32,45.55,410.29,310.67,10.38,109.09,695.15,40.13,20.89
2022-08-02,1.3,522.98,51.77,44.67,54.55,354.59,41.51,10.54,70.3,45.47,415.03,308.77,10.4,109.09,700.28,39.99,21.01
2022-08-03,1.29,528.18,53.01,45.0,54.8,358.5,41.91,10.56,70.03,45.6,416.15,308.68,10.33,109.14,722.14,39.76,21.35
2022-08-04,1.29,527.39,53.8,45.13,54.67,365.44,42.32,10.56,70.34,45.77,417.25,309.72,10.27,108.75,741.45,39.81,21.59
2022-08-05,1.3,525.82,53.57,44.73,54.35,361.98,42.29,10.56,69.39,45.62,423.91,307.59,10.3,108.7,760.08,39.97,21.82
2022-08-08,1.3,523.79,54.25,44.79,54.59,362.48,42.35,10.57,70.31,45.87,425.05,311.79,10.28,108.34,770.25,39.75,22.16
2022-08-09,1.3,519.64,52.41,44.64,54.55,360.41,42.0,10.57,70.35,45.45,421.69,308.99,10.31,108.36,760.42,39.46,22.17
2022-08-10,1.3,526.19,53.07,45.14,54.15,357.29,41.5,10.57,70.92,45.74,420.7,312.39,10.3,107.65,776.58,39.69,22.34
2022-08-11,1.29,525.25,53.72,45.17,53.9,365.13,42.07,10.57,71.34,45.79,416.6,317.23,10.3,107.5,762.78,40.36,22.83
2022-08-12,1.3,536.2,53.86,45.5,54.22,362.55,42.2,10.57,71.32,45.89,425.76,318.14,10.32,107.35,771.48,40.72,23.01
2022-08-15,1.3,540.18,54.26,45.565,54.69,362.08,42.42,10.575,71.57499999999999,46.095,427.65999999999997,320.275,10.31,107.49,773.355,40.91,23.485
2022-08-16,1.29,539.06,54.66,45.63,55.16,362.68,42.86,10.58,71.83,46.3,429.56,322.41,10.33,107.88,775.23,41.1,23.96
2022-08-17,1.3,535.71,54.31,45.31,55.04,361.88,42.51,10.58,71.21,46.14,425.57,322.22,10.33,108.34,760.07,40.91,24.55
2022-08-18,1.3,537.89,54.43,45.49,54.84,360.4,42.41,10.58,71.38,46.23,426.4,322.46,10.38,108.68,753.5,41.06,24.84
2022-08-19,1.3,532.36,54.02,45.22,55.37,354.53,42.14,10.58,70.92,46.16,428.32,321.83,10.43,109.15,749.18,40.79,24.63
2022-08-22,1.31,525.21,53.34,44.88,55.81,353.11,41.94,10.58,70.35,45.97,427.62,317.69,10.42,109.48,741.21,40.72,24.87
2022-08-23,1.31,522.66,53.06,44.7,54.6,353.54,42.21,10.58,69.91,45.67,422.95,317.17,10.46,108.97,742.07,40.8,25.68
2022-08-24,1.31,525.05,53.36,44.76,54.91,346.28,41.79,10.58,69.55,45.72,426.86,314.58,10.4,108.48,751.68,40.95,25.33
2022-08-25,1.31,532.05,53.83,45.06,54.88,356.97,42.28,10.58,70.09,45.81,430.94,318.6,10.42,108.26,749.58,41.12,26.01
2022-08-26,1.31,513.51,53.64,43.84,54.87,368.55,42.81,10.59,70.48,45.77,418.21,319.67,10.41,108.49,725.95,40.73,25.95
2022-08-29,1.31,509.11,51.59,43.63,53.28,357.69,41.78,10.59,69.19,44.99,413.83,313.755,10.41,108.61,721.3,40.435,26.32
2022-08-30,1.31,505.58,51.28,43.39,53.3,356.98,41.88,10.59,68.88,44.94,410.48,307.84,10.4,108.73,713.92,40.14,26.41
2022-08-31,1.31,499.18,51.27,42.78,53.3,358.92,42.04,10.59,68.21,44.8,406.64,304.41,10.42,108.95,716.65,39.89,26.5
2022-09-01,1.31,498.59,49.49,42.34,52.81,353.81,41.55,10.59,67.26,44.4,413.36,299.78,10.44,109.15,728.44,39.12,26.61
2022-09-02,1.32,493.97,49.64,42.54,53.34,350.98,41.2,10.64,67.88,44.58,407.62,305.26,10.46,108.7,718.6,38.75,26.88
2022-09-05,1.32,495.42,49.42,42.66,53.03,345.18,41.17,10.65,67.42,44.46,411.14,302.735,10.48,108.72,712.215,38.94,27.74
2022-09-06,1.32,496.87,49.45,42.78,53.54,345.48,41.25,10.65,67.49,44.46,409.39,300.21,10.44,108.74,705.83,38.88,28.14
2022-09-07,1.32,502.66,49.42,42.74,53.01,343.3,40.83,10.65,67.38,44.42,413.12,299.22,10.44,108.41,725.05,37.93,28.06
2022-09-08,1.32,505.14,49.93,42.69,53.72,342.85,40.45,10.65,68.14,44.56,420.1,302.06,10.47,108.18,750.23,38.31,28.41
2022-09-09,1.33,509.58,50.85,43.35,54.23,349.21,40.96,10.65,68.97,44.81,421.26,307.49,10.43,107.63,756.51,39.17,28.6
2022-09-12,1.32,512.29,51.39,44.02,54.2,348.24,40.965,10.66,70.08,44.97,421.52,313.66,10.45,107.42,757.22,38.84,28.98
2022-09-13,1.32,497.23,50.35,43.17,53.65,347.27,40.97,10.66,69.59,44.56,414.0,307.22,10.42,108.04,729.19,39.11,28.08
2022-09-14,1.32,496.2,49.86,43.07,53.47,344.0,40.72,10.66,68.73,44.25,413.31,301.65,10.43,107.97,734.1,38.89,28.05
2022-09-15,1.32,489.92,50.08,42.64,53.48,342.31,40.36,10.66,68.37,44.2,415.39,301.55,10.43,108.22,736.06,38.83,27.61
