"date";"price";
"2021-04-09";"86.16";
"2021-04-12";"85.74";
"2021-04-13";"86.15";
"2021-04-14";"86.67";
"2021-04-15";"87.67";
"2021-04-16";"87.92";
"2021-04-19";"87.80";
"2021-04-20";"86.83";
"2021-04-21";"87.08";
"2021-04-22";"87.48";
"2021-04-23";"87.04";
"2021-04-26";"87.23";
"2021-04-27";"87.09";
"2021-04-28";"87.35";
"2021-04-29";"86.67";
"2021-04-30";"85.74";
"2021-05-03";"85.90";
"2021-05-04";"85.61";
"2021-05-05";"86.27";
"2021-05-06";"86.85";
"2021-05-07";"88.16";
"2021-05-10";"88.05";
"2021-05-11";"86.85";
"2021-05-12";"87.28";
"2021-05-13";"86.15";
"2021-05-14";"85.72";
"2021-05-17";"86.16";
"2021-05-18";"86.62";
"2021-05-19";"86.27";
"2021-05-20";"86.28";
"2021-05-21";"86.93";
"2021-05-24";"86.76";
"2021-05-25";"86.84";
"2021-05-26";"86.82";
"2021-05-27";"87.19";
"2021-05-28";"88.32";
"2021-05-31";"88.09";
"2021-06-01";"88.62";
"2021-06-02";"89.16";
"2021-06-03";"88.71";
"2021-06-04";"89.17";
"2021-06-07";"88.42";
"2021-06-08";"87.98";
"2021-06-09";"87.87";
"2021-06-10";"87.82";
"2021-06-11";"88.06";
"2021-06-14";"88.16";
"2021-06-15";"87.09";
"2021-06-16";"87.28";
"2021-06-17";"86.98";
"2021-06-18";"86.31";
"2021-06-21";"86.02";
"2021-06-22";"85.73";
"2021-06-23";"86.23";
"2021-06-24";"86.24";
"2021-06-25";"86.40";
"2021-06-28";"85.97";
"2021-06-29";"86.20";
"2021-06-30";"86.49";
"2021-07-01";"86.44";
"2021-07-02";"86.60";
"2021-07-05";"86.32";
"2021-07-06";"86.58";
"2021-07-07";"87.23";
"2021-07-08";"85.34";
"2021-07-09";"86.09";
"2021-07-12";"85.87";
"2021-07-13";"85.64";
"2021-07-14";"86.26";
"2021-07-15";"86.23";
"2021-07-16";"86.43";
"2021-07-19";"84.61";
"2021-07-20";"85.11";
"2021-07-21";"85.44";
"2021-07-22";"85.67";
"2021-07-23";"85.04";
"2021-07-26";"84.45";
"2021-07-27";"83.65";
"2021-07-28";"84.73";
"2021-07-29";"85.95";
"2021-07-30";"85.46";
"2021-08-02";"85.92";
"2021-08-03";"85.51";
"2021-08-04";"86.48";
"2021-08-05";"86.16";
"2021-08-06";"85.70";
"2021-08-09";"85.44";
"2021-08-10";"85.45";
"2021-08-11";"85.99";
"2021-08-12";"85.46";
"2021-08-13";"85.50";
"2021-08-16";"85.61";
"2021-08-17";"85.68";
"2021-08-18";"85.54";
"2021-08-19";"83.92";
"2021-08-20";"83.63";
"2021-08-23";"84.17";
"2021-08-24";"85.47";
"2021-08-25";"85.44";
"2021-08-26";"85.45";
"2021-08-27";"85.50";
"2021-08-30";"85.82";
"2021-08-31";"85.92";
"2021-09-01";"86.52";
"2021-09-02";"86.11";
"2021-09-03";"85.91";
"2021-09-06";"85.97";
"2021-09-07";"85.92";
"2021-09-08";"85.46";
"2021-09-09";"85.03";
"2021-09-10";"85.02";
"2021-09-13";"85.20";
"2021-09-14";"84.96";
"2021-09-15";"85.21";
"2021-09-16";"83.98";
"2021-09-17";"84.57";
"2021-09-20";"83.18";
"2021-09-21";"83.10";
"2021-09-22";"83.96";
"2021-09-23";"84.64";
"2021-09-24";"84.26";
"2021-09-27";"84.21";
"2021-09-28";"83.99";
"2021-09-29";"84.24";
"2021-09-30";"85.08";
"2021-10-01";"85.11";
"2021-10-04";"84.96";
"2021-10-05";"84.98";
"2021-10-06";"85.12";
"2021-10-07";"86.21";
"2021-10-08";"86.83";
"2021-10-11";"86.70";
"2021-10-12";"87.44";
"2021-10-13";"87.54";
"2021-10-14";"88.93";
"2021-10-15";"89.76";
"2021-10-18";"90.34";
"2021-10-19";"90.58";
"2021-10-20";"90.92";
"2021-10-21";"90.51";
"2021-10-22";"90.39";
"2021-10-25";"90.43";
"2021-10-26";"90.67";
"2021-10-27";"89.53";
"2021-10-28";"88.96";
"2021-10-29";"88.23";
