"date";"price";
"2020-10-12";"429.64";
"2020-10-13";"430.90";
"2020-10-14";"427.53";
"2020-10-15";"425.76";
"2020-10-16";"426.76";
"2020-10-19";"420.92";
"2020-10-20";"419.80";
"2020-10-21";"415.91";
"2020-10-22";"417.09";
"2020-10-23";"418.08";
"2020-10-26";"411.26";
"2020-10-27";"410.68";
"2020-10-28";"398.41";
"2020-10-29";"402.37";
"2020-10-30";"396.48";
"2020-11-02";"402.35";
"2020-11-03";"406.28";
"2020-11-04";"422.68";
"2020-11-05";"427.75";
"2020-11-06";"425.30";
"2020-11-09";"426.51";
"2020-11-10";"422.52";
"2020-11-11";"430.01";
"2020-11-12";"426.33";
"2020-11-13";"428.02";
"2020-11-16";"429.92";
"2020-11-17";"427.08";
"2020-11-18";"423.28";
"2020-11-19";"424.90";
"2020-11-20";"423.87";
"2020-11-23";"423.61";
"2020-11-24";"425.38";
"2020-11-25";"425.50";
"2020-11-27";"428.44";
"2020-11-30";"424.81";
"2020-12-01";"426.08";
"2020-12-02";"423.07";
"2020-12-03";"420.94";
"2020-12-04";"423.69";
"2020-12-07";"424.65";
"2020-12-08";"426.18";
"2020-12-09";"423.30";
"2020-12-10";"421.50";
"2020-12-11";"422.99";
"2020-12-14";"422.50";
"2020-12-15";"425.80";
"2020-12-16";"426.85";
"2020-12-17";"428.16";
"2020-12-18";"428.88";
"2020-12-21";"425.57";
"2020-12-22";"428.85";
"2020-12-23";"428.33";
"2020-12-24";"430.28";
"2020-12-28";"433.58";
"2020-12-29";"435.10";
"2020-12-30";"433.41";
"2020-12-31";"437.87";
"2021-01-04";"433.43";
"2021-01-05";"433.98";
"2021-01-06";"436.88";
"2021-01-07";"444.00";
"2021-01-08";"446.03";
"2021-01-11";"444.43";
"2021-01-12";"442.51";
"2021-01-13";"442.48";
"2021-01-14";"440.59";
"2021-01-15";"437.65";
"2021-01-19";"439.74";
"2021-01-20";"447.95";
"2021-01-21";"449.33";
"2021-01-22";"445.84";
"2021-01-25";"447.33";
"2021-01-26";"445.98";
"2021-01-27";"435.69";
"2021-01-28";"439.92";
"2021-01-29";"431.33";
"2021-02-01";"441.74";
"2021-02-02";"449.57";
"2021-02-03";"450.58";
"2021-02-04";"454.49";
"2021-02-05";"454.62";
"2021-02-08";"455.60";
"2021-02-09";"455.15";
"2021-02-10";"454.86";
"2021-02-11";"459.81";
"2021-02-12";"463.33";
"2021-02-16";"464.66";
"2021-02-17";"464.28";
"2021-02-18";"459.77";
"2021-02-19";"457.63";
"2021-02-22";"453.23";
"2021-02-23";"451.44";
"2021-02-24";"456.20";
"2021-02-25";"445.52";
"2021-02-26";"444.36";
"2021-03-01";"457.70";
"2021-03-02";"454.60";
"2021-03-03";"447.36";
"2021-03-04";"442.57";
"2021-03-05";"449.45";
"2021-03-08";"450.52";
"2021-03-09";"456.60";
"2021-03-10";"457.23";
"2021-03-11";"462.89";
"2021-03-12";"459.89";
"2021-03-15";"463.25";
"2021-03-16";"465.22";
"2021-03-17";"463.47";
"2021-03-18";"457.10";
"2021-03-19";"455.73";
"2021-03-22";"458.75";
"2021-03-23";"458.82";
"2021-03-24";"458.04";
"2021-03-25";"459.25";
"2021-03-26";"464.75";
"2021-03-29";"465.47";
"2021-03-30";"465.74";
"2021-03-31";"467.05";
"2021-04-01";"472.76";
"2021-04-06";"475.31";
"2021-04-07";"473.04";
"2021-04-08";"477.85";
"2021-04-09";"481.44";
"2021-04-12";"479.53";
"2021-04-13";"482.06";
"2021-04-14";"478.96";
"2021-04-15";"483.59";
"2021-04-16";"485.97";
"2021-04-19";"481.97";
"2021-04-20";"477.82";
"2021-04-21";"481.04";
"2021-04-22";"483.20";
"2021-04-23";"486.67";
"2021-04-26";"486.66";
"2021-04-27";"487.40";
"2021-04-28";"486.39";
"2021-04-29";"487.28";
"2021-04-30";"486.17";
"2021-05-03";"484.56";
"2021-05-04";"479.09";
"2021-05-05";"481.80";
"2021-05-06";"480.47";
"2021-05-07";"483.73";
"2021-05-10";"477.11";
"2021-05-11";"471.30";
"2021-05-12";"465.32";
"2021-05-13";"470.03";
"2021-05-14";"475.66";
"2021-05-17";"473.01";
"2021-05-18";"470.92";
"2021-05-19";"469.25";
"2021-05-20";"476.12";
"2021-05-21";"478.23";
"2021-05-24";"480.76";
"2021-05-25";"481.43";
"2021-05-26";"482.96";
"2021-05-27";"482.86";
"2021-05-28";"486.37";
"2021-06-01";"482.96";
"2021-06-02";"484.06";
"2021-06-03";"484.52";
"2021-06-04";"488.22";
"2021-06-07";"486.97";
"2021-06-08";"488.60";
"2021-06-09";"488.28";
"2021-06-10";"490.39";
"2021-06-11";"494.19";
"2021-06-14";"496.28";
"2021-06-15";"496.02";
"2021-06-16";"494.99";
"2021-06-17";"501.94";
"2021-06-18";"499.14";
"2021-06-21";"502.37";
"2021-06-22";"505.43";
"2021-06-23";"501.90";
"2021-06-24";"506.42";
"2021-06-25";"507.15";
"2021-06-28";"508.15";
"2021-06-29";"510.97";
"2021-06-30";"509.80";
"2021-07-01";"511.46";
"2021-07-02";"517.61";
"2021-07-06";"519.76";
"2021-07-07";"522.61";
"2021-07-08";"514.05";
"2021-07-09";"518.24";
"2021-07-12";"521.46";
"2021-07-13";"523.33";
"2021-07-14";"522.94";
"2021-07-15";"521.23";
"2021-07-16";"520.43";
"2021-07-19";"512.35";
"2021-07-20";"519.72";
"2021-07-21";"523.69";
"2021-07-22";"528.04";
"2021-07-23";"535.07";
"2021-07-26";"532.33";
"2021-07-27";"528.75";
"2021-07-28";"531.26";
"2021-07-29";"532.05";
"2021-07-30";"531.86";
