"date";"price";
"2021-07-01";"46.09";
"2021-07-02";"45.89";
"2021-07-05";"46.08";
"2021-07-06";"46.16";
"2021-07-07";"46.39";
"2021-07-08";"45.21";
"2021-07-09";"45.50";
"2021-07-12";"45.95";
"2021-07-13";"46.21";
"2021-07-14";"46.39";
"2021-07-15";"46.60";
"2021-07-16";"46.24";
"2021-07-19";"45.23";
"2021-07-20";"45.11";
"2021-07-21";"45.50";
"2021-07-22";"46.05";
"2021-07-23";"45.78";
"2021-07-26";"44.81";
"2021-07-27";"44.07";
"2021-07-28";"44.10";
"2021-07-29";"44.88";
"2021-07-30";"44.75";
"2021-08-02";"45.36";
"2021-08-03";"45.45";
"2021-08-04";"45.92";
"2021-08-05";"46.10";
"2021-08-06";"45.95";
"2021-08-09";"45.83";
"2021-08-10";"45.92";
"2021-08-11";"45.79";
"2021-08-12";"45.47";
"2021-08-13";"45.11";
"2021-08-16";"44.66";
"2021-08-17";"44.03";
"2021-08-18";"44.29";
"2021-08-19";"43.35";
"2021-08-20";"43.21";
"2021-08-23";"43.47";
"2021-08-24";"44.04";
"2021-08-25";"44.49";
"2021-08-26";"44.07";
"2021-08-27";"44.22";
"2021-08-30";"44.47";
"2021-08-31";"44.54";
"2021-09-01";"44.86";
"2021-09-02";"45.08";
"2021-09-03";"44.85";
"2021-09-06";"45.43";
"2021-09-07";"45.36";
"2021-09-08";"45.36";
"2021-09-09";"44.94";
"2021-09-10";"45.25";
"2021-09-13";"45.17";
"2021-09-14";"44.75";
"2021-09-15";"44.16";
"2021-09-16";"43.80";
"2021-09-17";"43.71";
"2021-09-20";"42.80";
"2021-09-21";"42.85";
"2021-09-23";"43.65";
"2021-09-24";"43.50";
"2021-09-27";"43.65";
"2021-09-28";"43.49";
"2021-09-29";"43.27";
"2021-09-30";"43.60";
"2021-10-01";"43.25";
"2021-10-04";"43.25";
"2021-10-05";"43.11";
"2021-10-06";"42.87";
"2021-10-07";"43.94";
"2021-10-08";"44.32";
"2021-10-11";"44.57";
"2021-10-12";"44.27";
"2021-10-13";"44.41";
"2021-10-14";"44.86";
"2021-10-15";"45.25";
"2021-10-18";"45.08";
"2021-10-19";"45.44";
"2021-10-20";"45.75";
"2021-10-21";"45.28";
"2021-10-22";"45.67";
"2021-10-25";"45.86";
"2021-10-26";"45.99";
"2021-10-27";"45.38";
"2021-10-28";"45.32";
"2021-10-29";"45.39";
"2021-11-01";"45.77";
"2021-11-02";"45.47";
"2021-11-03";"45.12";
"2021-11-04";"45.60";
"2021-11-05";"45.74";
"2021-11-08";"45.88";
"2021-11-09";"45.71";
"2021-11-10";"45.62";
"2021-11-11";"46.16";
"2021-11-12";"46.52";
"2021-11-15";"46.95";
"2021-11-16";"47.25";
"2021-11-17";"47.38";
"2021-11-18";"46.77";
"2021-11-19";"46.83";
"2021-11-22";"47.10";
"2021-11-23";"46.82";
"2021-11-24";"46.49";
"2021-11-25";"46.55";
"2021-11-26";"45.09";
"2021-11-29";"45.44";
"2021-11-30";"44.83";
"2021-12-01";"45.31";
"2021-12-02";"45.34";
"2021-12-03";"45.32";
"2021-12-06";"44.69";
"2021-12-07";"45.72";
"2021-12-08";"45.63";
"2021-12-09";"45.84";
"2021-12-10";"45.86";
"2021-12-13";"45.62";
"2021-12-14";"44.90";
"2021-12-15";"45.03";
"2021-12-16";"45.04";
"2021-12-17";"44.49";
"2021-12-20";"43.85";
"2021-12-21";"44.14";
"2021-12-22";"44.36";
"2021-12-23";"44.89";
"2021-12-27";"44.89";
"2021-12-28";"45.22";
"2021-12-29";"44.86";
"2021-12-30";"44.87";
"2021-12-31";"45.21";
"2022-01-03";"45.22";
"2022-01-04";"45.82";
"2022-01-05";"45.16";
"2022-01-06";"44.86";
"2022-01-07";"44.95";
"2022-01-10";"45.19";
"2022-01-11";"45.31";
"2022-01-12";"46.15";
"2022-01-13";"45.81";
"2022-01-14";"45.46";
"2022-01-17";"46.01";
"2022-01-18";"45.47";
"2022-01-19";"45.87";
"2022-01-20";"46.08";
"2022-01-21";"45.58";
"2022-01-24";"44.59";
"2022-01-25";"44.34";
"2022-01-26";"45.01";
"2022-01-27";"44.61";
"2022-01-28";"43.56";
"2022-01-31";"44.03";
"2022-02-04";"43.80";
"2022-02-07";"43.83";
"2022-02-08";"43.67";
"2022-02-09";"44.36";
"2022-02-10";"44.52";
"2022-02-11";"44.49";
"2022-02-14";"43.88";
"2022-02-15";"44.17";
"2022-02-16";"44.38";
"2022-02-17";"44.46";
"2022-02-18";"44.27";
"2022-02-21";"43.83";
"2022-02-22";"43.75";
"2022-02-23";"43.66";
"2022-02-24";"42.22";
"2022-02-25";"42.92";
"2022-02-28";"42.95";
"2022-03-01";"43.21";
"2022-03-02";"42.99";
"2022-03-03";"43.06";
"2022-03-04";"42.26";
"2022-03-07";"41.02";
"2022-03-08";"40.78";
"2022-03-09";"40.79";
"2022-03-10";"40.77";
"2022-03-11";"40.74";
"2022-03-14";"39.38";
"2022-03-15";"37.94";
"2022-03-16";"40.40";
"2022-03-17";"41.06";
"2022-03-18";"41.58";
"2022-03-21";"41.46";
"2022-03-22";"42.08";
"2022-03-23";"41.90";
"2022-03-24";"41.96";
"2022-03-25";"41.45";
"2022-03-28";"41.61";
"2022-03-29";"41.63";
"2022-03-30";"41.84";
"2022-03-31";"41.56";
"2022-04-01";"42.24";
"2022-04-04";"42.64";
"2022-04-06";"41.96";
"2022-04-07";"41.49";
"2022-04-08";"41.89";
"2022-04-11";"40.83";
"2022-04-12";"41.22";
"2022-04-13";"41.41";
"2022-04-14";"41.43";
"2022-04-19";"40.69";
"2022-04-20";"40.79";
"2022-04-21";"40.18";
"2022-04-22";"39.73";
"2022-04-25";"38.79";
"2022-04-26";"38.96";
"2022-04-27";"39.28";
"2022-04-28";"40.16";
"2022-04-29";"41.10";
"2022-05-03";"40.79";
"2022-05-04";"40.58";
"2022-05-05";"40.63";
"2022-05-06";"39.26";
"2022-05-09";"38.56";
"2022-05-10";"38.62";
"2022-05-11";"38.78";
"2022-05-12";"38.43";
"2022-05-13";"39.26";
