"date";"price";
"2020-10-12";"245.37";
"2020-10-13";"248.81";
"2020-10-14";"249.46";
"2020-10-15";"243.33";
"2020-10-16";"247.18";
"2020-10-19";"247.13";
"2020-10-20";"244.58";
"2020-10-21";"243.23";
"2020-10-22";"239.12";
"2020-10-23";"237.49";
"2020-10-26";"237.46";
"2020-10-27";"240.10";
"2020-10-28";"233.61";
"2020-10-29";"231.63";
"2020-10-30";"217.90";
"2020-11-02";"220.32";
"2020-11-03";"220.07";
"2020-11-04";"228.40";
"2020-11-05";"237.46";
"2020-11-06";"240.78";
"2020-11-09";"236.75";
"2020-11-10";"225.68";
"2020-11-11";"228.71";
"2020-11-12";"234.86";
"2020-11-13";"233.92";
"2020-11-16";"229.77";
"2020-11-17";"230.86";
"2020-11-18";"232.23";
"2020-11-19";"237.05";
"2020-11-20";"240.66";
"2020-11-23";"243.72";
"2020-11-24";"244.27";
"2020-11-25";"246.12";
"2020-11-26";"251.24";
"2020-11-27";"254.73";
"2020-11-30";"257.72";
"2020-12-01";"256.82";
"2020-12-02";"250.65";
"2020-12-03";"258.28";
"2020-12-04";"260.08";
"2020-12-07";"261.75";
"2020-12-08";"264.52";
"2020-12-09";"265.45";
"2020-12-10";"262.41";
"2020-12-11";"267.46";
"2020-12-14";"267.88";
"2020-12-15";"268.32";
"2020-12-16";"268.16";
"2020-12-17";"274.38";
"2020-12-18";"276.65";
"2020-12-21";"276.87";
"2020-12-22";"281.62";
"2020-12-23";"279.44";
"2020-12-28";"271.23";
"2020-12-29";"267.07";
"2020-12-30";"266.16";
"2020-12-31";"263.69";
"2021-01-04";"261.04";
"2021-01-05";"262.73";
"2021-01-06";"259.34";
"2021-01-07";"266.15";
"2021-01-08";"272.40";
"2021-01-11";"269.39";
"2021-01-12";"270.24";
"2021-01-13";"273.35";
"2021-01-14";"277.17";
"2021-01-15";"274.09";
"2021-01-18";"268.94";
"2021-01-19";"269.11";
"2021-01-20";"273.67";
"2021-01-21";"275.82";
"2021-01-22";"277.03";
"2021-01-25";"280.20";
"2021-01-26";"275.89";
"2021-01-27";"265.13";
"2021-01-28";"266.87";
"2021-01-29";"266.75";
"2021-02-01";"267.19";
"2021-02-02";"278.39";
"2021-02-03";"282.62";
"2021-02-04";"282.31";
"2021-02-05";"285.38";
"2021-02-08";"291.30";
"2021-02-09";"294.91";
"2021-02-10";"301.88";
"2021-02-11";"302.45";
"2021-02-12";"303.42";
"2021-02-15";"305.20";
"2021-02-16";"307.85";
"2021-02-17";"301.25";
"2021-02-18";"300.24";
"2021-02-19";"302.84";
"2021-02-22";"298.56";
"2021-02-23";"276.72";
"2021-02-24";"283.43";
"2021-02-25";"286.29";
"2021-02-26";"275.13";
"2021-03-01";"284.07";
"2021-03-02";"289.71";
"2021-03-03";"276.37";
"2021-03-04";"261.43";
"2021-03-05";"250.95";
"2021-03-08";"256.21";
"2021-03-09";"257.19";
"2021-03-10";"263.65";
"2021-03-11";"264.76";
"2021-03-12";"265.61";
