"date";"price";
"2020-10-12";"20.17";
"2020-10-13";"20.30";
"2020-10-14";"20.48";
"2020-10-15";"20.11";
"2020-10-16";"20.19";
"2020-10-19";"20.17";
"2020-10-20";"19.82";
"2020-10-21";"19.80";
"2020-10-22";"19.68";
"2020-10-23";"19.55";
"2020-10-26";"19.61";
"2020-10-27";"19.32";
"2020-10-28";"19.48";
"2020-10-29";"18.93";
"2020-10-30";"19.09";
"2020-11-02";"18.68";
"2020-11-03";"18.66";
"2020-11-04";"19.00";
"2020-11-05";"19.89";
"2020-11-06";"20.25";
"2020-11-09";"20.59";
"2020-11-10";"20.31";
"2020-11-11";"19.85";
"2020-11-12";"20.12";
"2020-11-13";"20.03";
"2020-11-16";"20.13";
"2020-11-17";"20.00";
"2020-11-18";"20.09";
"2020-11-19";"19.94";
"2020-11-20";"20.21";
"2020-11-23";"20.25";
"2020-11-24";"20.55";
"2020-11-25";"20.67";
"2020-11-26";"20.96";
"2020-11-27";"20.98";
"2020-11-30";"21.09";
"2020-12-01";"21.16";
"2020-12-02";"20.92";
"2020-12-03";"20.76";
"2020-12-04";"20.91";
"2020-12-07";"21.28";
"2020-12-08";"21.46";
"2020-12-09";"21.64";
"2020-12-10";"21.07";
"2020-12-11";"21.31";
"2020-12-14";"21.34";
"2020-12-15";"21.35";
"2020-12-16";"21.61";
"2020-12-17";"21.79";
"2020-12-18";"22.17";
"2020-12-21";"22.48";
"2020-12-22";"22.68";
"2020-12-23";"23.16";
"2020-12-28";"23.12";
"2020-12-29";"22.86";
"2020-12-30";"22.62";
"2020-12-31";"22.75";
"2021-01-04";"22.76";
"2021-01-05";"22.25";
"2021-01-06";"22.27";
"2021-01-07";"22.11";
"2021-01-08";"22.81";
"2021-01-11";"23.22";
"2021-01-12";"23.26";
"2021-01-13";"23.49";
"2021-01-14";"23.48";
"2021-01-15";"23.54";
"2021-01-18";"23.16";
"2021-01-19";"23.17";
"2021-01-20";"23.41";
"2021-01-21";"23.67";
"2021-01-22";"23.38";
"2021-01-25";"23.70";
"2021-01-26";"23.34";
"2021-01-27";"22.76";
"2021-01-28";"21.99";
"2021-01-29";"22.50";
"2021-02-01";"22.37";
"2021-02-02";"23.16";
"2021-02-03";"23.87";
"2021-02-04";"24.02";
"2021-02-05";"24.40";
"2021-02-08";"24.62";
"2021-02-09";"24.77";
"2021-02-10";"25.09";
"2021-02-11";"25.38";
"2021-02-12";"25.72";
"2021-02-15";"26.04";
"2021-02-16";"26.01";
"2021-02-17";"26.00";
"2021-02-18";"25.41";
"2021-02-19";"25.18";
"2021-02-22";"25.45";
"2021-02-23";"24.29";
"2021-02-24";"23.92";
"2021-02-25";"23.96";
"2021-02-26";"23.05";
"2021-03-01";"23.23";
"2021-03-02";"24.06";
"2021-03-03";"23.77";
"2021-03-04";"22.99";
"2021-03-05";"22.40";
"2021-03-08";"22.43";
"2021-03-09";"22.08";
"2021-03-10";"22.54";
"2021-03-11";"22.79";
"2021-03-12";"23.44";
"2021-03-15";"23.50";
"2021-03-16";"23.58";
"2021-03-17";"23.44";
"2021-03-18";"23.42";
"2021-03-19";"22.82";
"2021-03-22";"22.77";
"2021-03-23";"22.79";
"2021-03-24";"22.42";
"2021-03-25";"22.10";
"2021-03-26";"22.38";
"2021-03-29";"22.68";
"2021-03-30";"22.43";
"2021-03-31";"22.53";
"2021-04-01";"22.58";
"2021-04-06";"23.11";
"2021-04-07";"23.09";
"2021-04-08";"23.06";
"2021-04-09";"23.38";
"2021-04-12";"23.40";
"2021-04-13";"23.45";
"2021-04-14";"23.37";
"2021-04-15";"23.21";
"2021-04-16";"23.44";
"2021-04-19";"23.35";
