"date";"price";
"2020-10-12";"41.17";
"2020-10-13";"41.30";
"2020-10-14";"41.26";
"2020-10-15";"40.48";
"2020-10-16";"40.78";
"2020-10-19";"40.99";
"2020-10-20";"40.77";
"2020-10-21";"40.28";
"2020-10-22";"40.05";
"2020-10-23";"40.04";
"2020-10-26";"39.56";
"2020-10-27";"39.46";
"2020-10-28";"38.44";
"2020-10-29";"38.08";
"2020-10-30";"38.13";
"2020-11-02";"38.39";
"2020-11-03";"38.71";
"2020-11-04";"39.54";
"2020-11-05";"40.70";
"2020-11-06";"40.62";
"2020-11-09";"41.83";
"2020-11-10";"40.80";
"2020-11-11";"41.32";
"2020-11-12";"41.51";
"2020-11-13";"41.16";
"2020-11-16";"41.22";
"2020-11-17";"40.94";
"2020-11-18";"41.08";
"2020-11-19";"41.03";
"2020-11-20";"41.13";
"2020-11-23";"40.95";
"2020-11-24";"40.49";
"2020-11-25";"40.53";
"2020-11-26";"40.58";
"2020-11-27";"40.59";
"2020-11-30";"41.07";
"2020-12-01";"40.84";
"2020-12-02";"40.67";
"2020-12-03";"40.59";
"2020-12-04";"40.51";
"2020-12-07";"40.63";
"2020-12-08";"40.74";
"2020-12-09";"40.96";
"2020-12-10";"41.09";
"2020-12-11";"40.59";
"2020-12-14";"40.90";
"2020-12-15";"40.81";
"2020-12-16";"41.01";
"2020-12-17";"41.31";
"2020-12-18";"41.35";
"2020-12-21";"40.51";
"2020-12-22";"41.07";
"2020-12-23";"41.29";
"2020-12-28";"41.73";
"2020-12-29";"42.10";
"2020-12-30";"42.12";
"2020-12-31";"41.75";
"2021-01-04";"42.36";
"2021-01-05";"41.97";
"2021-01-06";"41.72";
"2021-01-07";"41.80";
"2021-01-08";"42.30";
"2021-01-11";"42.39";
"2021-01-12";"41.87";
"2021-01-13";"41.72";
"2021-01-14";"42.02";
"2021-01-15";"41.80";
"2021-01-18";"41.99";
"2021-01-19";"42.11";
"2021-01-20";"42.31";
"2021-01-21";"42.50";
"2021-01-22";"41.99";
"2021-01-25";"42.22";
"2021-01-26";"42.45";
"2021-01-27";"41.90";
"2021-01-28";"41.72";
"2021-01-29";"41.63";
"2021-02-01";"41.85";
"2021-02-02";"42.53";
"2021-02-03";"42.90";
"2021-02-04";"42.81";
"2021-02-05";"43.28";
"2021-02-08";"43.32";
"2021-02-09";"43.20";
"2021-02-10";"43.15";
"2021-02-11";"43.22";
"2021-02-12";"43.49";
"2021-02-15";"43.88";
"2021-02-16";"43.99";
"2021-02-17";"43.58";
"2021-02-18";"43.32";
"2021-02-19";"43.38";
"2021-02-22";"42.82";
"2021-02-23";"42.07";
"2021-02-24";"42.30";
"2021-02-25";"42.10";
"2021-02-26";"41.81";
"2021-03-01";"41.95";
"2021-03-02";"42.48";
"2021-03-03";"42.25";
"2021-03-04";"41.57";
"2021-03-05";"41.40";
"2021-03-08";"41.40";
"2021-03-09";"42.02";
"2021-03-10";"42.32";
"2021-03-11";"42.74";
"2021-03-12";"42.45";
"2021-03-15";"42.61";
"2021-03-16";"42.73";
"2021-03-17";"42.62";
"2021-03-18";"42.45";
"2021-03-19";"42.48";
"2021-03-22";"42.40";
"2021-03-23";"42.38";
"2021-03-24";"42.41";
"2021-03-25";"42.14";
"2021-03-26";"42.62";
"2021-03-29";"42.80";
"2021-03-30";"42.82";
"2021-03-31";"42.95";
"2021-04-01";"43.24";
"2021-04-06";"43.60";
"2021-04-07";"43.59";
"2021-04-08";"43.91";
"2021-04-09";"44.29";
"2021-04-12";"44.21";
"2021-04-13";"44.22";
"2021-04-14";"44.57";
"2021-04-15";"44.53";
"2021-04-16";"44.51";
"2021-04-19";"44.90";
"2021-04-20";"44.36";
"2021-04-21";"44.34";
"2021-04-22";"44.83";
"2021-04-23";"44.53";
"2021-04-26";"44.75";
"2021-04-27";"44.61";
"2021-04-28";"44.52";
"2021-04-29";"44.58";
"2021-04-30";"44.03";
"2021-05-03";"44.25";
"2021-05-04";"44.24";
"2021-05-05";"44.15";
"2021-05-06";"44.03";
"2021-05-07";"44.43";
"2021-05-10";"44.41";
"2021-05-11";"43.42";
"2021-05-12";"43.75";
"2021-05-14";"43.98";
"2021-05-17";"44.31";
"2021-05-18";"44.27";
"2021-05-19";"43.78";
"2021-05-20";"44.26";
"2021-05-21";"44.88";
"2021-05-25";"45.27";
"2021-05-26";"45.29";
"2021-05-27";"45.01";
"2021-05-28";"45.16";
"2021-05-31";"45.32";
"2021-06-01";"45.53";
"2021-06-02";"45.16";
"2021-06-03";"45.08";
"2021-06-04";"45.14";
"2021-06-07";"45.45";
"2021-06-08";"45.79";
"2021-06-09";"45.94";
"2021-06-10";"45.95";
"2021-06-11";"46.78";
"2021-06-14";"46.84";
"2021-06-15";"47.02";
"2021-06-16";"47.03";
"2021-06-17";"46.58";
"2021-06-18";"46.96";
"2021-06-21";"46.60";
"2021-06-22";"46.85";
"2021-06-24";"47.26";
"2021-06-25";"47.53";
"2021-06-28";"47.56";
"2021-06-29";"47.61";
"2021-06-30";"47.23";
"2021-07-01";"46.97";
"2021-07-02";"47.56";
"2021-07-05";"47.47";
"2021-07-06";"47.67";
"2021-07-07";"48.10";
"2021-07-08";"47.72";
"2021-07-09";"47.96";
"2021-07-12";"48.33";
"2021-07-13";"48.38";
"2021-07-14";"48.28";
"2021-07-15";"48.24";
"2021-07-16";"48.16";
"2021-07-19";"47.58";
"2021-07-20";"47.61";
"2021-07-21";"48.15";
"2021-07-22";"48.73";
"2021-07-23";"49.23";
"2021-07-26";"49.19";
"2021-07-27";"49.26";
"2021-07-28";"49.04";
"2021-07-29";"49.54";
"2021-07-30";"49.71";
"2021-08-02";"49.71";
"2021-08-03";"50.07";
"2021-08-04";"50.39";
"2021-08-05";"50.85";
"2021-08-06";"50.62";
"2021-08-09";"50.54";
"2021-08-10";"50.79";
"2021-08-11";"50.68";
"2021-08-12";"50.67";
"2021-08-13";"50.92";
"2021-08-16";"50.82";
"2021-08-17";"50.90";
"2021-08-18";"51.07";
"2021-08-19";"50.24";
"2021-08-20";"50.50";
"2021-08-23";"50.91";
"2021-08-24";"50.95";
"2021-08-25";"51.09";
"2021-08-26";"50.86";
"2021-08-27";"50.95";
"2021-08-30";"51.10";
"2021-08-31";"51.02";
"2021-09-01";"51.23";
"2021-09-02";"51.57";
"2021-09-03";"51.43";
"2021-09-06";"51.62";
"2021-09-07";"51.62";
"2021-09-08";"51.38";
"2021-09-09";"51.16";
"2021-09-10";"51.55";
"2021-09-13";"51.64";
"2021-09-14";"51.18";
"2021-09-15";"51.13";
"2021-09-16";"51.45";
"2021-09-17";"51.61";
"2021-09-20";"50.73";
"2021-09-21";"51.35";
"2021-09-22";"51.30";
"2021-09-23";"51.92";
"2021-09-24";"51.13";
"2021-09-27";"50.57";
"2021-09-28";"48.93";
"2021-09-29";"49.23";
"2021-09-30";"49.00";
"2021-10-01";"48.77";
"2021-10-04";"48.84";
"2021-10-05";"48.71";
"2021-10-06";"48.06";
"2021-10-07";"48.94";
"2021-10-08";"49.09";
