"date";"price";
"2021-01-20";"147.79";
"2021-01-21";"147.52";
"2021-01-22";"147.08";
"2021-01-25";"147.09";
"2021-01-26";"148.84";
"2021-01-27";"149.04";
"2021-01-28";"147.04";
"2021-01-29";"147.47";
"2021-02-01";"147.11";
"2021-02-02";"149.46";
"2021-02-03";"149.70";
"2021-02-04";"151.05";
"2021-02-05";"151.16";
"2021-02-08";"151.06";
"2021-02-09";"151.33";
"2021-02-10";"152.35";
"2021-02-11";"151.87";
"2021-02-12";"151.69";
"2021-02-16";"152.60";
"2021-02-17";"151.63";
"2021-02-18";"151.76";
"2021-02-19";"151.33";
"2021-02-22";"151.41";
"2021-02-23";"153.46";
"2021-02-24";"155.00";
"2021-02-25";"155.76";
"2021-02-26";"153.20";
"2021-03-01";"154.33";
"2021-03-02";"152.77";
"2021-03-03";"152.30";
"2021-03-04";"153.15";
"2021-03-05";"151.13";
"2021-03-08";"154.08";
"2021-03-09";"155.56";
"2021-03-10";"155.82";
"2021-03-11";"156.46";
"2021-03-12";"157.13";
"2021-03-15";"159.73";
"2021-03-16";"161.21";
"2021-03-17";"159.76";
"2021-03-18";"159.27";
"2021-03-19";"159.52";
"2021-03-22";"158.50";
"2021-03-23";"159.14";
"2021-03-24";"160.38";
"2021-03-25";"158.72";
"2021-03-26";"161.68";
"2021-03-29";"162.03";
"2021-03-30";"162.71";
"2021-03-31";"161.84";
"2021-04-01";"162.23";
"2021-04-06";"163.30";
"2021-04-07";"163.58";
"2021-04-08";"164.15";
"2021-04-09";"163.55";
"2021-04-12";"163.18";
"2021-04-13";"164.05";
"2021-04-14";"165.09";
"2021-04-15";"164.63";
"2021-04-16";"166.39";
"2021-04-19";"165.82";
"2021-04-20";"166.79";
"2021-04-21";"167.23";
"2021-04-22";"167.88";
"2021-04-23";"166.98";
"2021-04-26";"167.62";
"2021-04-27";"166.86";
"2021-04-28";"167.70";
"2021-04-29";"168.34";
"2021-04-30";"167.79";
"2021-05-03";"168.61";
"2021-05-04";"168.48";
"2021-05-05";"166.84";
"2021-05-06";"166.18";
"2021-05-07";"167.68";
"2021-05-10";"168.48";
"2021-05-11";"166.07";
"2021-05-12";"165.57";
"2021-05-14";"165.37";
"2021-05-17";"165.50";
"2021-05-18";"165.16";
"2021-05-19";"164.62";
"2021-05-20";"166.15";
"2021-05-21";"167.09";
"2021-05-25";"167.69";
"2021-05-26";"168.78";
"2021-05-27";"169.32";
"2021-05-28";"170.10";
"2021-06-01";"169.88";
"2021-06-02";"172.72";
"2021-06-03";"172.99";
"2021-06-04";"173.89";
"2021-06-07";"174.80";
"2021-06-08";"176.70";
"2021-06-09";"177.10";
"2021-06-10";"177.57";
"2021-06-11";"178.47";
"2021-06-14";"178.79";
"2021-06-15";"178.09";
"2021-06-16";"177.11";
"2021-06-17";"177.07";
"2021-06-18";"177.32";
"2021-06-21";"176.48";
"2021-06-22";"178.33";
"2021-06-24";"177.03";
"2021-06-25";"176.57";
"2021-06-28";"176.52";
"2021-06-29";"176.81";
"2021-06-30";"175.97";
"2021-07-01";"175.52";
"2021-07-02";"177.66";
"2021-07-06";"177.93";
"2021-07-07";"179.85";
"2021-07-08";"178.60";
