"date";"price";
"2020-10-12";"54.87";
"2020-10-13";"54.91";
"2020-10-14";"54.97";
"2020-10-15";"54.52";
"2020-10-16";"54.72";
"2020-10-19";"54.88";
"2020-10-20";"54.81";
"2020-10-21";"54.84";
"2020-10-22";"54.90";
"2020-10-23";"54.99";
"2020-10-26";"54.77";
"2020-10-27";"54.76";
"2020-10-28";"54.15";
"2020-10-29";"54.23";
"2020-10-30";"53.63";
"2020-11-02";"54.00";
"2020-11-03";"54.37";
"2020-11-04";"54.75";
"2020-11-05";"55.53";
"2020-11-06";"55.69";
"2020-11-09";"56.47";
"2020-11-10";"56.26";
"2020-11-11";"56.48";
"2020-11-12";"56.47";
"2020-11-13";"56.56";
"2020-11-16";"56.95";
"2020-11-17";"56.92";
"2020-11-18";"57.04";
"2020-11-19";"56.90";
"2020-11-20";"57.02";
"2020-11-23";"57.22";
"2020-11-24";"57.54";
"2020-11-25";"57.60";
"2020-11-26";"57.77";
"2020-11-27";"57.95";
"2020-11-30";"57.79";
"2020-12-01";"57.95";
"2020-12-02";"57.92";
"2020-12-03";"58.20";
"2020-12-04";"58.43";
"2020-12-07";"58.53";
"2020-12-08";"58.63";
"2020-12-09";"58.84";
"2020-12-10";"58.61";
"2020-12-11";"58.73";
"2020-12-14";"58.95";
"2020-12-15";"58.86";
"2020-12-16";"59.24";
"2020-12-17";"59.33";
"2020-12-18";"59.50";
"2020-12-21";"59.36";
"2020-12-22";"59.61";
"2020-12-23";"59.83";
"2020-12-28";"60.14";
"2020-12-29";"60.08";
"2020-12-30";"60.24";
"2020-12-31";"60.15";
"2021-01-04";"60.38";
"2021-01-05";"60.29";
"2021-01-06";"60.47";
"2021-01-07";"60.95";
"2021-01-08";"61.49";
"2021-01-11";"61.20";
"2021-01-12";"61.52";
"2021-01-13";"61.63";
"2021-01-14";"62.06";
"2021-01-15";"61.62";
"2021-01-18";"61.45";
"2021-01-19";"61.79";
"2021-01-20";"61.92";
"2021-01-21";"62.01";
"2021-01-22";"61.98";
"2021-01-25";"62.06";
"2021-01-26";"62.02";
"2021-01-27";"61.29";
"2021-01-28";"61.27";
"2021-01-29";"61.01";
"2021-02-01";"61.14";
"2021-02-02";"61.56";
"2021-02-03";"62.05";
"2021-02-04";"62.16";
"2021-02-05";"62.73";
"2021-02-08";"63.16";
"2021-02-09";"63.34";
"2021-02-10";"63.72";
"2021-02-11";"63.68";
"2021-02-12";"63.82";
"2021-02-15";"64.25";
"2021-02-16";"64.42";
"2021-02-17";"64.06";
"2021-02-18";"63.86";
"2021-02-19";"64.07";
"2021-02-22";"63.94";
"2021-02-23";"63.04";
"2021-02-24";"63.50";
"2021-02-25";"63.81";
"2021-02-26";"62.92";
"2021-03-01";"63.36";
"2021-03-02";"63.49";
"2021-03-03";"63.21";
"2021-03-04";"62.52";
"2021-03-05";"61.99";
"2021-03-08";"62.39";
"2021-03-09";"62.66";
"2021-03-10";"62.99";
"2021-03-11";"63.15";
"2021-03-12";"63.24";
"2021-03-15";"63.35";
"2021-03-16";"63.50";
"2021-03-17";"63.03";
"2021-03-18";"63.33";
"2021-03-19";"62.84";
"2021-03-22";"62.79";
"2021-03-23";"62.55";
"2021-03-24";"62.16";
"2021-03-25";"61.46";
"2021-03-26";"62.07";
"2021-03-29";"62.08";
"2021-03-30";"61.84";
"2021-03-31";"62.26";
"2021-04-01";"62.77";
"2021-04-06";"63.02";
"2021-04-07";"62.99";
"2021-04-08";"63.12";
"2021-04-09";"62.94";
"2021-04-12";"62.78";
"2021-04-13";"63.04";
"2021-04-14";"63.31";
"2021-04-15";"63.14";
"2021-04-16";"63.14";
"2021-04-19";"63.18";
"2021-04-20";"62.80";
"2021-04-21";"62.46";
"2021-04-22";"62.78";
"2021-04-23";"62.83";
"2021-04-26";"63.05";
"2021-04-27";"63.13";
"2021-04-28";"63.07";
"2021-04-29";"63.03";
"2021-04-30";"62.72";
"2021-05-03";"62.57";
"2021-05-04";"62.04";
"2021-05-05";"62.17";
"2021-05-06";"61.87";
"2021-05-07";"62.27";
"2021-05-10";"62.00";
"2021-05-11";"61.60";
"2021-05-12";"61.41";
"2021-05-14";"61.29";
"2021-05-17";"61.37";
"2021-05-18";"61.78";
"2021-05-19";"61.18";
"2021-05-20";"61.66";
"2021-05-21";"61.98";
"2021-05-25";"62.27";
"2021-05-26";"62.44";
"2021-05-27";"62.46";
"2021-05-28";"62.80";
"2021-05-31";"62.67";
"2021-06-01";"62.83";
"2021-06-02";"62.82";
"2021-06-03";"62.55";
"2021-06-04";"62.76";
"2021-06-07";"62.74";
"2021-06-08";"62.93";
"2021-06-09";"62.95";
"2021-06-10";"62.98";
"2021-06-11";"63.11";
"2021-06-14";"63.28";
"2021-06-15";"63.22";
"2021-06-16";"63.11";
"2021-06-17";"63.12";
"2021-06-18";"63.07";
"2021-06-21";"62.80";
"2021-06-22";"63.00";
"2021-06-24";"63.30";
"2021-06-25";"63.40";
"2021-06-28";"63.49";
"2021-06-29";"63.52";
"2021-06-30";"63.22";
"2021-07-01";"63.30";
"2021-07-02";"63.30";
"2021-07-05";"63.26";
"2021-07-06";"63.21";
"2021-07-07";"63.22";
"2021-07-08";"62.53";
"2021-07-09";"62.86";
"2021-07-12";"63.01";
"2021-07-13";"62.98";
"2021-07-14";"62.91";
"2021-07-15";"62.58";
"2021-07-16";"62.48";
"2021-07-19";"61.87";
"2021-07-20";"62.07";
"2021-07-21";"62.59";
"2021-07-22";"62.67";
"2021-07-23";"62.80";
"2021-07-26";"62.83";
"2021-07-27";"62.35";
"2021-07-28";"62.47";
"2021-07-29";"62.72";
"2021-07-30";"62.58";
"2021-08-02";"62.65";
"2021-08-03";"62.58";
"2021-08-04";"62.61";
"2021-08-05";"62.64";
"2021-08-06";"62.66";
"2021-08-09";"62.66";
"2021-08-10";"62.81";
"2021-08-11";"62.78";
"2021-08-12";"62.60";
"2021-08-13";"62.60";
"2021-08-16";"62.26";
"2021-08-17";"61.79";
"2021-08-18";"62.15";
"2021-08-19";"61.75";
"2021-08-20";"61.83";
"2021-08-23";"62.17";
"2021-08-24";"62.51";
"2021-08-25";"62.66";
"2021-08-26";"62.76";
"2021-08-27";"62.67";
"2021-08-30";"62.77";
"2021-08-31";"62.93";
"2021-09-01";"63.15";
"2021-09-02";"63.41";
"2021-09-03";"63.48";
"2021-09-06";"63.62";
"2021-09-07";"63.65";
"2021-09-08";"63.59";
"2021-09-09";"63.50";
"2021-09-10";"63.65";
"2021-09-13";"63.26";
"2021-09-14";"63.31";
"2021-09-15";"63.13";
"2021-09-16";"63.11";
"2021-09-17";"63.27";
"2021-09-20";"62.81";
"2021-09-21";"62.92";
"2021-09-22";"62.95";
"2021-09-23";"63.33";
"2021-09-24";"63.23";
"2021-09-27";"63.29";
"2021-09-28";"63.08";
"2021-09-29";"62.97";
"2021-09-30";"62.86";
"2021-10-01";"62.69";
"2021-10-04";"62.56";
"2021-10-05";"62.50";
"2021-10-06";"62.26";
"2021-10-07";"62.82";
"2021-10-08";"62.83";
"2021-10-11";"62.77";
