"date";"price";
"2020-10-12";"57.88";
"2020-10-13";"57.63";
"2020-10-14";"57.90";
"2020-10-15";"57.03";
"2020-10-16";"57.54";
"2020-10-19";"57.64";
"2020-10-20";"57.22";
"2020-10-21";"57.14";
"2020-10-22";"56.66";
"2020-10-23";"56.56";
"2020-10-26";"55.95";
"2020-10-27";"55.73";
"2020-10-28";"54.36";
"2020-10-29";"54.45";
"2020-10-30";"54.45";
"2020-11-02";"54.88";
"2020-11-03";"55.73";
"2020-11-04";"56.46";
"2020-11-05";"57.61";
"2020-11-06";"57.72";
"2020-11-09";"58.13";
"2020-11-10";"58.21";
"2020-11-11";"58.66";
"2020-11-12";"58.57";
"2020-11-13";"58.76";
"2020-11-16";"59.08";
"2020-11-17";"58.91";
"2020-11-18";"59.20";
"2020-11-19";"59.14";
"2020-11-20";"59.18";
"2020-11-23";"59.53";
"2020-11-24";"59.21";
"2020-11-25";"59.32";
"2020-11-26";"59.43";
"2020-11-27";"59.55";
"2020-11-30";"60.16";
"2020-12-01";"60.47";
"2020-12-02";"59.91";
"2020-12-03";"59.95";
"2020-12-04";"60.32";
"2020-12-07";"59.65";
"2020-12-08";"59.77";
"2020-12-09";"60.21";
"2020-12-10";"59.52";
"2020-12-11";"59.49";
"2020-12-14";"60.39";
"2020-12-15";"60.52";
"2020-12-16";"61.39";
"2020-12-17";"62.20";
"2020-12-18";"62.01";
"2020-12-21";"60.85";
"2020-12-22";"62.01";
"2020-12-23";"63.06";
"2020-12-28";"63.58";
"2020-12-29";"64.27";
"2020-12-30";"64.46";
"2020-12-31";"64.02";
"2021-01-04";"64.78";
"2021-01-05";"64.67";
"2021-01-06";"64.77";
"2021-01-07";"64.66";
"2021-01-08";"65.25";
"2021-01-11";"65.01";
"2021-01-12";"65.29";
"2021-01-13";"65.38";
"2021-01-14";"65.67";
"2021-01-15";"65.00";
"2021-01-18";"65.23";
"2021-01-19";"65.45";
"2021-01-20";"66.34";
"2021-01-21";"66.60";
"2021-01-22";"66.00";
"2021-01-25";"65.93";
"2021-01-26";"66.06";
"2021-01-27";"65.42";
"2021-01-28";"65.73";
"2021-01-29";"65.30";
"2021-02-01";"66.00";
"2021-02-02";"67.27";
"2021-02-03";"68.03";
"2021-02-04";"68.25";
"2021-02-05";"68.92";
"2021-02-08";"69.30";
"2021-02-09";"69.19";
"2021-02-10";"69.30";
"2021-02-11";"69.56";
"2021-02-12";"70.17";
"2021-02-15";"71.24";
"2021-02-16";"71.28";
"2021-02-17";"70.35";
"2021-02-18";"70.19";
"2021-02-19";"70.61";
"2021-02-22";"69.81";
"2021-02-23";"68.17";
"2021-02-24";"69.13";
"2021-02-25";"69.05";
"2021-02-26";"68.14";
"2021-03-01";"68.70";
"2021-03-02";"69.12";
"2021-03-03";"68.42";
"2021-03-04";"67.39";
"2021-03-05";"66.86";
