"date";"price";
"2021-07-01";"46.17";
"2021-07-02";"46.28";
"2021-07-06";"46.27";
"2021-07-07";"46.63";
"2021-07-08";"45.87";
"2021-07-09";"46.31";
"2021-07-12";"46.56";
"2021-07-13";"46.56";
"2021-07-14";"46.35";
"2021-07-15";"45.97";
"2021-07-16";"45.90";
"2021-07-19";"45.12";
"2021-07-20";"45.16";
"2021-07-21";"45.86";
"2021-07-22";"46.20";
"2021-07-23";"46.69";
"2021-07-26";"46.47";
"2021-07-27";"46.32";
"2021-07-28";"46.55";
"2021-07-29";"46.66";
"2021-07-30";"46.63";
"2021-08-02";"46.81";
"2021-08-03";"47.05";
"2021-08-04";"47.18";
"2021-08-05";"47.43";
"2021-08-06";"47.50";
"2021-08-09";"47.60";
"2021-08-10";"47.84";
"2021-08-11";"48.07";
"2021-08-12";"48.02";
"2021-08-13";"48.20";
"2021-08-16";"48.12";
"2021-08-17";"48.11";
"2021-08-18";"47.98";
"2021-08-19";"47.69";
"2021-08-20";"47.75";
"2021-08-23";"48.05";
"2021-08-24";"48.06";
"2021-08-25";"48.04";
"2021-08-26";"47.91";
"2021-08-27";"47.99";
"2021-08-30";"47.98";
"2021-08-31";"47.79";
"2021-09-01";"48.10";
"2021-09-02";"48.14";
"2021-09-03";"47.96";
"2021-09-07";"48.10";
"2021-09-08";"47.77";
"2021-09-09";"47.72";
"2021-09-10";"47.59";
"2021-09-13";"47.60";
"2021-09-14";"47.51";
"2021-09-15";"47.08";
"2021-09-16";"47.41";
"2021-09-17";"47.05";
"2021-09-20";"46.34";
"2021-09-21";"46.75";
"2021-09-22";"47.11";
"2021-09-23";"47.34";
"2021-09-24";"46.91";
"2021-09-27";"46.74";
"2021-09-28";"45.82";
"2021-09-29";"46.13";
"2021-09-30";"45.94";
"2021-10-01";"46.19";
"2021-10-04";"45.96";
"2021-10-05";"46.40";
"2021-10-06";"46.17";
"2021-10-07";"46.50";
"2021-10-08";"46.48";
"2021-10-11";"46.22";
"2021-10-12";"46.47";
"2021-10-13";"46.88";
"2021-10-14";"47.29";
"2021-10-15";"47.67";
"2021-10-18";"47.48";
"2021-10-19";"47.63";
"2021-10-20";"47.79";
"2021-10-21";"47.85";
"2021-10-22";"47.77";
"2021-10-25";"47.71";
"2021-10-26";"48.02";
"2021-10-27";"47.97";
"2021-10-28";"48.00";
"2021-10-29";"48.01";
"2021-11-02";"48.36";
"2021-11-03";"48.55";
"2021-11-04";"48.67";
"2021-11-05";"48.64";
"2021-11-08";"48.74";
"2021-11-09";"48.71";
"2021-11-10";"48.67";
"2021-11-11";"48.76";
"2021-11-12";"48.95";
"2021-11-15";"49.19";
"2021-11-16";"49.33";
"2021-11-17";"49.19";
"2021-11-18";"49.02";
"2021-11-19";"49.04";
"2021-11-22";"48.76";
"2021-11-23";"48.33";
"2021-11-24";"48.35";
"2021-11-26";"47.14";
"2021-11-29";"47.29";
"2021-11-30";"46.77";
"2021-12-01";"46.91";
"2021-12-02";"46.98";
"2021-12-03";"46.77";
"2021-12-06";"47.40";
"2021-12-07";"48.33";
"2021-12-08";"48.19";
"2021-12-09";"48.23";
"2021-12-10";"48.15";
"2021-12-13";"47.89";
"2021-12-14";"47.59";
"2021-12-15";"47.84";
"2021-12-16";"47.98";
"2021-12-17";"47.73";
"2021-12-20";"47.38";
"2021-12-21";"47.99";
"2021-12-22";"48.24";
"2021-12-23";"48.62";
"2021-12-27";"48.88";
"2021-12-28";"49.12";
"2021-12-29";"49.16";
"2021-12-30";"49.23";
"2021-12-31";"49.08";
"2022-01-03";"49.40";
"2022-01-04";"49.61";
"2022-01-05";"49.28";
"2022-01-06";"48.86";
"2022-01-07";"48.60";
"2022-01-10";"48.11";
"2022-01-11";"48.44";
"2022-01-12";"48.40";
"2022-01-13";"48.22";
"2022-01-14";"48.05";
"2022-01-18";"47.99";
"2022-01-19";"48.10";
"2022-01-20";"48.01";
"2022-01-21";"47.28";
"2022-01-24";"46.52";
"2022-01-25";"46.37";
"2022-01-26";"46.55";
"2022-01-27";"46.94";
"2022-01-28";"47.03";
"2022-01-31";"47.48";
"2022-02-01";"47.91";
"2022-02-02";"48.18";
"2022-02-03";"46.97";
"2022-02-04";"46.60";
"2022-02-07";"46.69";
"2022-02-08";"46.55";
"2022-02-09";"47.23";
"2022-02-10";"46.81";
"2022-02-11";"46.43";
"2022-02-14";"46.14";
"2022-02-15";"46.70";
"2022-02-16";"46.62";
"2022-02-17";"46.23";
"2022-02-18";"46.07";
"2022-02-22";"45.56";
"2022-02-23";"45.27";
"2022-02-24";"44.70";
"2022-02-25";"45.66";
"2022-02-28";"45.78";
"2022-03-01";"44.61";
"2022-03-02";"45.17";
"2022-03-03";"44.38";
"2022-03-04";"43.09";
"2022-03-07";"42.27";
"2022-03-08";"42.03";
"2022-03-09";"44.00";
"2022-03-10";"43.52";
"2022-03-11";"43.47";
"2022-03-14";"43.77";
"2022-03-15";"43.95";
"2022-03-16";"45.45";
"2022-03-17";"45.52";
"2022-03-18";"46.29";
"2022-03-21";"45.96";
"2022-03-22";"46.35";
"2022-03-23";"45.64";
"2022-03-24";"45.81";
"2022-03-25";"45.96";
"2022-03-28";"46.08";
"2022-03-29";"46.81";
"2022-03-30";"46.41";
"2022-03-31";"45.93";
"2022-04-01";"46.39";
"2022-04-04";"46.93";
"2022-04-05";"47.05";
"2022-04-06";"46.39";
"2022-04-07";"46.72";
"2022-04-08";"46.83";
"2022-04-11";"46.49";
"2022-04-12";"46.06";
"2022-04-13";"46.23";
"2022-04-14";"46.33";
"2022-04-19";"46.05";
"2022-04-20";"46.42";
"2022-04-21";"45.99";
"2022-04-22";"45.42";
"2022-04-25";"45.52";
"2022-04-26";"44.53";
"2022-04-27";"45.09";
"2022-04-28";"45.70";
"2022-04-29";"45.31";
"2022-05-02";"45.20";
"2022-05-03";"45.29";
"2022-05-04";"45.37";
"2022-05-05";"44.24";
"2022-05-06";"43.45";
"2022-05-10";"42.69";
"2022-05-11";"42.71";
"2022-05-12";"42.97";
"2022-05-13";"43.81";
"2022-05-16";"43.79";
"2022-05-17";"44.42";
"2022-05-18";"43.58";
"2022-05-19";"43.28";
"2022-05-20";"43.79";
"2022-05-23";"44.06";
"2022-05-24";"43.79";
"2022-05-25";"43.97";
"2022-05-27";"45.09";
"2022-05-31";"44.85";
"2022-06-01";"44.40";
"2022-06-02";"44.90";
"2022-06-03";"44.52";
"2022-06-07";"44.94";
"2022-06-08";"44.34";
"2022-06-09";"43.58";
"2022-06-10";"42.91";
"2022-06-13";"41.84";
"2022-06-14";"41.13";
"2022-06-15";"41.94";
"2022-06-16";"40.92";
"2022-06-17";"41.04";
"2022-06-21";"41.48";
"2022-06-22";"41.13";
"2022-06-24";"42.39";
"2022-06-27";"42.29";
"2022-06-28";"42.16";
"2022-06-29";"42.10";
"2022-06-30";"41.58";
