"date";"price";
"2020-10-12";"52.13";
"2020-10-13";"51.92";
"2020-10-14";"51.93";
"2020-10-15";"51.07";
"2020-10-16";"51.58";
"2020-10-19";"51.89";
"2020-10-20";"51.69";
"2020-10-21";"51.29";
"2020-10-22";"51.09";
"2020-10-23";"51.31";
"2020-10-26";"50.96";
"2020-10-27";"50.03";
"2020-10-28";"48.38";
"2020-10-29";"47.90";
"2020-10-30";"48.70";
"2020-11-02";"49.24";
"2020-11-03";"49.97";
"2020-11-04";"50.39";
"2020-11-05";"51.42";
"2020-11-06";"51.56";
"2020-11-09";"53.74";
"2020-11-10";"54.09";
"2020-11-11";"54.70";
"2020-11-12";"55.20";
"2020-11-13";"55.27";
"2020-11-16";"56.23";
"2020-11-17";"56.45";
"2020-11-18";"56.67";
"2020-11-19";"56.58";
"2020-11-20";"57.23";
"2020-11-23";"57.87";
"2020-11-24";"58.38";
"2020-11-25";"58.47";
"2020-11-26";"58.45";
"2020-11-27";"58.72";
"2020-11-30";"59.05";
"2020-12-01";"59.12";
"2020-12-02";"59.04";
"2020-12-03";"59.26";
"2020-12-04";"59.82";
"2020-12-07";"59.51";
"2020-12-08";"59.52";
"2020-12-09";"60.04";
"2020-12-10";"59.43";
"2020-12-11";"58.54";
"2020-12-14";"59.79";
"2020-12-15";"59.63";
"2020-12-16";"60.80";
"2020-12-17";"61.01";
"2020-12-18";"61.02";
"2020-12-21";"59.31";
"2020-12-22";"60.52";
"2020-12-23";"60.88";
"2020-12-24";"61.88";
"2020-12-28";"62.12";
"2020-12-29";"62.36";
"2020-12-30";"62.39";
"2020-12-31";"62.16";
"2021-01-04";"62.52";
"2021-01-05";"62.40";
"2021-01-06";"63.12";
"2021-01-07";"63.56";
"2021-01-08";"64.39";
"2021-01-11";"64.09";
"2021-01-12";"64.34";
"2021-01-13";"64.35";
"2021-01-14";"64.46";
"2021-01-15";"64.12";
"2021-01-18";"64.26";
"2021-01-19";"64.14";
"2021-01-20";"64.66";
"2021-01-21";"65.21";
"2021-01-22";"64.04";
"2021-01-25";"63.89";
"2021-01-26";"63.66";
"2021-01-27";"62.73";
"2021-01-28";"62.06";
"2021-01-29";"63.00";
"2021-02-01";"63.38";
"2021-02-02";"64.20";
"2021-02-03";"65.04";
"2021-02-04";"65.15";
"2021-02-05";"66.10";
"2021-02-08";"66.45";
"2021-02-09";"66.29";
"2021-02-10";"66.58";
"2021-02-11";"66.69";
"2021-02-12";"66.60";
"2021-02-15";"67.69";
"2021-02-16";"67.97";
"2021-02-17";"67.70";
"2021-02-18";"67.12";
"2021-02-19";"66.50";
"2021-02-22";"66.73";
"2021-02-23";"66.24";
"2021-02-24";"67.26";
"2021-02-25";"67.50";
"2021-02-26";"66.39";
"2021-03-01";"67.48";
"2021-03-02";"68.02";
"2021-03-03";"68.23";
"2021-03-04";"67.31";
"2021-03-05";"67.32";
"2021-03-08";"67.29";
"2021-03-09";"68.66";
"2021-03-10";"68.83";
"2021-03-11";"69.71";
"2021-03-12";"69.56";
"2021-03-15";"70.19";
"2021-03-16";"70.45";
"2021-03-17";"70.02";
"2021-03-18";"70.29";
"2021-03-19";"69.90";
"2021-03-22";"70.09";
"2021-03-23";"69.96";
"2021-03-24";"69.79";
"2021-03-25";"69.20";
"2021-03-26";"70.57";
"2021-03-29";"70.98";
"2021-03-30";"70.85";
"2021-03-31";"71.46";
"2021-04-01";"72.08";
"2021-04-06";"72.71";
"2021-04-07";"72.47";
"2021-04-08";"72.68";
"2021-04-09";"72.76";
"2021-04-12";"72.53";
"2021-04-13";"72.91";
"2021-04-14";"72.95";
"2021-04-15";"73.33";
"2021-04-16";"73.55";
"2021-04-19";"73.77";
"2021-04-20";"72.75";
"2021-04-21";"72.27";
"2021-04-22";"72.76";
"2021-04-23";"72.98";
"2021-04-26";"73.75";
"2021-04-27";"74.05";
"2021-04-28";"74.06";
"2021-04-29";"74.14";
"2021-04-30";"73.46";
"2021-05-03";"73.70";
"2021-05-04";"73.68";
"2021-05-05";"73.10";
"2021-05-06";"73.27";
"2021-05-07";"73.62";
"2021-05-10";"74.26";
"2021-05-11";"72.62";
"2021-05-12";"72.39";
"2021-05-14";"72.86";
"2021-05-17";"73.02";
"2021-05-18";"73.70";
"2021-05-19";"72.93";
"2021-05-20";"73.06";
"2021-05-21";"73.96";
"2021-05-25";"74.64";
"2021-05-26";"74.31";
"2021-05-27";"74.81";
"2021-05-28";"75.45";
"2021-05-31";"75.54";
"2021-06-01";"76.11";
"2021-06-02";"76.04";
"2021-06-03";"76.09";
"2021-06-04";"76.14";
"2021-06-07";"76.15";
"2021-06-08";"76.37";
"2021-06-09";"75.81";
"2021-06-10";"75.24";
"2021-06-11";"75.97";
"2021-06-14";"76.21";
"2021-06-15";"75.91";
"2021-06-16";"75.43";
"2021-06-17";"75.22";
"2021-06-18";"74.71";
"2021-06-21";"73.90";
"2021-06-22";"74.02";
"2021-06-24";"74.45";
"2021-06-25";"74.49";
"2021-06-28";"74.53";
"2021-06-29";"74.82";
"2021-06-30";"74.55";
"2021-07-01";"74.88";
"2021-07-02";"75.53";
"2021-07-05";"75.81";
"2021-07-06";"75.96";
"2021-07-07";"75.56";
"2021-07-08";"74.20";
"2021-07-09";"74.61";
"2021-07-12";"74.72";
"2021-07-13";"75.03";
"2021-07-14";"74.87";
"2021-07-15";"74.12";
"2021-07-16";"73.70";
"2021-07-19";"71.52";
"2021-07-20";"70.76";
"2021-07-21";"72.32";
"2021-07-22";"73.94";
"2021-07-23";"73.86";
"2021-07-26";"74.23";
"2021-07-27";"74.09";
"2021-07-28";"74.03";
"2021-07-29";"74.61";
"2021-07-30";"73.95";
"2021-08-02";"74.78";
"2021-08-03";"74.75";
"2021-08-04";"74.75";
"2021-08-05";"74.82";
"2021-08-06";"75.01";
"2021-08-09";"75.12";
"2021-08-10";"75.60";
